"List of AICTE approved institutions (A.Y. 2016-17) as on 30th April 2016"
"1-10911973               KAMLA NEHRU MAHAVIDYALAYA [MCA & MBA PROGRAMME]                                Maharashtra        NAGPUR            NAGPUR"
"1-11223344               KONKAN GYANPEETH RAHUL DHARKAR COLLEGE OF PHARMACY AND RESEARCH INSTITUTE,KARJAT"
"Maharashtra        RAIGAD            KARJAT"
"1-5771091                SURANA COLLEGE, CENTRE FOR POST GRADUATE STUDIES                               Karnataka          BANGALORE URBAN   BANGALORE"
"1-465755671              CARMEL POLYTECHNIC COLLEGE                                                     Kerala             ALAPPUZHA         PUNNAPARA"
"1-458464351              TIPPU SHAHEED INSTITUTE OF TECHNILOGY (POLYTECHNIC)                            Karnataka          DHARWAD           HUBLI"
"1-456457381              K.M.P COLLEGE OF ENGINEERING                                                   Kerala             ERNAKULAM         ASAMANNOOR"
"1-475427401              GOVERNMENT POLYTECHNIC                                                         Karnataka          BELGAUM           ATHANI"
"1-464030461              BHONSLA POLYTECHNIC                                                            Maharashtra        AKOLA             AKOLA"
"1-2188078501             PRIME COLLEGE OF PHARMACY                                                      Kerala             PALAKKAD          PALAKKAD"
"1-2896661                SANJIVANI RURAL EDUCATION SOCIETY'S COLLEGE OF ENGINEERING                     Maharashtra        AHMEDNAGAR        KOPARGAON"
"1-17707261               COLLEGE OF ENGINEERING VAIRAG                                                  Maharashtra        SOLAPUR           VAIRAG"
"1-6754053                DATTA MEGHE INSTITUTE OF ENGINEERING TECHNOLOGY AND RESEARCH                   Maharashtra        WARDHA            WARDHA"
"1-13315171               SHREE RAYESHWAR INSTITUTE OF ENGINEERING AND INFORMATION TECHNOLOY             Goa                NORTH GOA         PONDA"
"1-5928695                MAHARASHTRA COLLEGE OF PHARMACY                                                Maharashtra        LATUR             NILANGA"
"1-440028053              M.G.V'S SAMAJSHREE PRASHANTDADA HIRAY COLLEGE OF HOTEL MANAGEMENT & CATERING   Maharashtra"
"TECHNOLOGY     NASHIK            NASHIK"
"1-3687281                VISHWAKARMA SAHAJEEVAN MADANBHAI SURA INSTITUTE OF BUSINESS MANAGEMENT Maharashtra                RATNAGIRI         RATNAGIRI"
"1-8926061                RAJIV GANDHI COLLEGE OF ENGINEERING AND RESEARCH                               Maharashtra        NAGPUR            NAGPUR"
"1-12589174               MAHATMA GANDHI VIDYAMANDIR'S PHARMACY COLLEGE, PANCHAVATI, NASHIK-3            Maharashtra        NASHIK            NASHIK"
"1-444218301              ABHINAV EDUCATION SOCIETY'S COLLEGE OF PHARMACY, (D.PHARM)                     Maharashtra        PUNE              PUNE"
"                                            List of AICTE approved institutions (A.Y. 2016-17) as on 30th April 2016"
"Institute Permanent ID   Institute Name                                                               STATE                DISTRICT          CITY"
"1-407330281              BRAHMDEVDADA MANE POLYTECHNIC                                                Maharashtra          SOLAPUR           BELATI"
"1-451673051              ADV. V. R. MANOHAR INSTITUTE OF DIPLOMA IN MEDICAL LABORATORY TECHNOLOGY Maharashtra              NAGPUR            NILDOH"
"1-485854731              ABDUL RAZZAK KALSEKAR POLYTECHNIC                                            Maharashtra          MUMBAI SUBURBAN   NAVI MUMBAI"
"1-4558233                YADAVRAO TASGAONKAR INSTITUTE OF ENGNEERING AND TECHNOLOGY                   Maharashtra          RAIGAD            KARJAT"
"1-450255511              COLLEGE OF PHARMACY (POLY) SOLAPUR                                           Maharashtra          SOLAPUR           SOLAPUR"
"1-425991731              RMP'S BHALCHANDRA INSTITUTE OF PHARMACY                                      Maharashtra          PUNE              GORHE(KD)"
"1-40581471               BHARATI VIDYAPEETH DEEMED UNIVERSITY INSTITUTE OF HOTEL MANAGEMENT & CATERINGMaharashtra"
"TECHNOLOGY        PUNE              PUNE"
"1-433763741              SHRI. SOMESHWAR SHIKSHAN PRASARAK MANDALS ,SOMESHWAR POLYTECHNIC COLLEGEMaharashtra               PUNE              SOMESHWARNAGAR"
"1-6351267                THEEM COLLEGE OF ENGINEERING                                                 Maharashtra          THANE             BOISAR"
"1-467476193              GURU SAI POLYTECHNIC                                                         Maharashtra          CHANDRAPUR        CHANDRAPUR"
"1-6190781                VIDARBHA INSTITUTE OF TECHNOLOGY                                             Maharashtra          NAGPUR            NAGPUR"
"1-424592181              DR. PANJABRAO DESHMUKH POLYTECHNIC, AMRAVATI                                 Maharashtra          AMRAVATI          AMRAVATI"
"1-7119716                SMT.SHARADCHANDRIKA SURESH PATIL COLLEGE OF PHARMACY, CHOPDA                 Maharashtra          JALGAON           CHOPDA"
"1-2558181                SHATABDI INSTITUTE OF ENGINEERING & RESEARCH                                 Maharashtra          NASHIK            AGASKHIND, TAL. SINNAR, DIST : NASHIK"
"1-425541561              NAVJEEVAN EDUCATION SOCIETY'S POLYTECHNIC                                    Maharashtra          MUMBAI SUBURBAN   BHANDUP (W)"
"1-16655331               RMP'S BHALCHANDRA COLLEGE OF PHARMACY                                        Maharashtra          PUNE              GORHE(KD)"
"1-412299001              SHRI DATTA MEGHE POLYTECHNIC                                                 Maharashtra          NAGPUR            WANADONGRI,"
"1-4449691                K. D. K. COLLEGE OF ENGINEERING                                              Maharashtra          NAGPUR            NAGPUR"
"1-450248971              ALLANA INSTITUTE OF MANAGEMENT SCIENCES, PUNE                                Maharashtra          PUNE              PUNE"
"1-493065731              GOVERNMENT POLYTECHNIC,KHAMGAON                                              Maharashtra          BULDHANA          KHAMGAON"
"1-410861491              BHARATI VIDYAPEETHS INSTITUTE OF PHARMACY,PUNE                               Maharashtra          PUNE              PUNE"
"1-414180401              GOVERMENT POLYTECHNIC,DAMAN                                                  Daman and Diu        DAMAN             NANI DAMAN"
"1-13202501               MALABAR INSTITUTE OF TECHNOLOGY                                              Kerala               KANNUR            KANNUR"
"1-6275241                TOC H INSTITUTE OF SCIENCE & TECHNOLOGY                                      Kerala               ERNAKULAM         ERNAKULAM"
"1-6571001                COLLEGE OF APPLIED SCIENCE, CALICUT                                          Kerala               KOZHIKODE         CALICUT"
"1-458858441              SHRI LAXMANRAO JARKIHOLI POLYTECHNIC                                         Karnataka            BELGAUM           GOKAK"
"1-2182458537             CAUVERY INSTITUTE OF TECHNOLOGY                                              Karnataka            MANDYA            SUNDAHALLY"
"1-479071691              R.N.SHETTY RURAL POLYTECHNIC                                                 Karnataka            UTTARA KANNADA    MURUDESHWAR"
"1-426756523              MARTHOMA COLLEGE OF MANAGEMENT AND TECHNOLOGY                                Kerala               ERNAKULAM         PERUMBAVOOR"
"1-477756801              GOVT. TOOL ROOM & TRAINING CENTRE- KADUR                                     Karnataka            CHIKMAGALUR       KADUR"
"1-493178931              G. E. SOCIETY'S KATGARA POLYTECHNIC INSTITUTE                                Maharashtra          THANE             BORDI"
"1-467570171              NSSR'S PVP COLLEGE OF PHARMACY                                               Maharashtra          BEED              PATODA"
"1-2084328241             SARSWATI INSTITUTE OF PHARMACY                                               Maharashtra          HINGOLI           KALAMNURI"
"1-4782194                SIDDHANT INSTITUTE OF COMPUTER APPLICATION                                   Maharashtra          PUNE              PUNE"
"1-424048231              DR. J. J. MAGDUM TRUST'S , ANIL ALIAS PINTU MAGDUM MEMORIAL PHARMACY COLLEGE Maharashtra          KOLHAPUR          DHARANGUTTI"
"1-763225831              INTERNATIONAL SCHOOL OF MANAGEMENT & RESEARCH                                Maharashtra          PUNE              WADKI"
"1-425769433              KAKASAHEB MHASKE COLLEGE OF PHARMACY                                         Maharashtra          AHMEDNAGAR        NAGAR"
"1-475328691              MULSHI INSTITUTE OF RETAIL MANAGEMENT                                        Maharashtra          PUNE              PUNE"
"1-1538431511             K. P. PATIL INSTITUTE OF TECHNOLOGY (POLYTECHNIC)                            Maharashtra          KOLHAPUR          MUDAL"
"1-423127371              H.R.PATEL INSTITUTE OF PHARMACY                                              Maharashtra          DHULE             SHIRPUR"
"1-6618491                GOKHALE EDUCATION SOCIETY'S J.D.C. BYTCO INSTITUTE OF MANAGEMENT STUDIES AND RESEARCH,"
"Maharashtra"
"NASHIK-5   NASHIK            NASHIK"
"1-474065881              PULGAON POLYTECHNIC                                                          Maharashtra          WARDHA            PULGAON"
"1-409749101              INSTITUTE OF INDUSTRIAL AND PHARMACEUTICAL TECHNOLOGY                        Maharashtra          NASHIK            NASHIK"
"1-5371663                SATARA COLLEGE OF PHARMACY,SATARA.                                           Maharashtra          SATARA            SATARA"
"1-24426516               BHARATI VIDYAPEETH ABHIJIT KADAM INSTITUTE OF MANAGEMENT AND SOCIAL SCIENCES,SOLAPUR-413004"
"Maharashtra          SOLAPUR           SOLAPUR"
"                                            List of AICTE approved institutions (A.Y. 2016-17) as on 30th April 2016"
"Institute Permanent ID   Institute Name                                                               STATE                  DISTRICT          CITY"
"1-5128007                SINHGAD INSTITUTE OF PHARMACY                                                Maharashtra            PUNE              PUNE"
"1-15068215               VISHWESHWAR EDUCATION SOCIETY'S INDIRA INSTITUTE OF BUSINESS MANAGEMENT      Maharashtra            THANE             NAVI MUMBAI"
"1-5372125                PANKAJ LADDHAD INSTITUTE OF TECHNOLOGY AND MANAGEMENT STUDIES                Maharashtra            BULDHANA          BULDANA"
"1-3932164                MARATHWADA INSTITUTE OF MANAGEMENT AND RESEARCH                              Maharashtra            AURANGABAD        AURANGABAD"
"1-2782821                PUNE INSTITUTE OF BUSINESS MANAGEMENT                                        Maharashtra            PUNE              PUNE"
"1-441760501              SHREE P. E. (TATYA) PATIL INSTITUTE OF PHARMACY, JALGAON                     Maharashtra            JALGAON           JALGAON"
"1-437274361              POONA DISTRICT EDUCATION ASSOCIATIONS SHANKARRAO URSAL COLLEGE OF PHARMACY(DIPLOMA),"
"Maharashtra KHARADI.   PUNE              PUNE"
"1-804497011              GOVERNMENT POLYTECHNIC JALNA                                                 Maharashtra            JALNA             JALNA"
"1-2105105891             AKOLE TALUKA EDUCATION SOCIETY'S FACULTY OF POLYTECHNIC                      Maharashtra            AHMEDNAGAR        AKOLE"
"1-433875501              PADMASHREE DR.D.Y.PATIL POLYTECHNIC                                          Maharashtra            PUNE              AKURDI, PUNE"
"1-441658691              KINKAR INSTITUTE OF TECHNOLOGY                                               Maharashtra            WARDHA            SELOO"
"1-4166917                GOA INSTITUTE OF MANAGEMENT                                                  Goa                    NORTH GOA         PORIEM, SATTARI"
"1-2061175564             JAIN POLYTECHNIC DAVANGERE                                                   Karnataka              DAVANAGERE        DAVANAGERE"
"1-461010121              SGES'S DR. N. A. MAGADUM POLYTECHNIC, ANKALI                                 Karnataka              BELGAUM           ANKALI"
"1-424573311              N.R.A.M.POLYTECHNIC                                                          Karnataka              UDUPI             NITTE"
"1-23863307               GARDEN CITY COLLEGE OF SCIENCE AND MANAGEMENT STUDIES                        Karnataka              BANGALORE URBAN   BANGALORE"
"1-467422911              KALABHYRAVESWARA POLYTECHNIC                                                 Karnataka              BANGALORE RURAL   BANGALORE NORTH"
"1-25811284               GOVERNMENT ENGINEERING COLLEGE, KUSHALNAGAR                                  Karnataka              KODAGU            KUSHALNAGAR"
"1-451550791              NUTAN VIDYALAYA SOCIETY'S POLYTECHNIC                                        Karnataka              GULBARGA          GULBARGA."
"1-460505371              DR.T.M.A. PAI POLYTECHNIC                                                    Karnataka              UDUPI             MANIPAL"
"1-475194163              VIDYA VIKAS EDUCATIONAL TRUST (R) POLYTECHNIC                                Karnataka              MYSORE            MYSORE"
"1-5979543                JAYAWANT SHIKSHAN PRASARAK MANDAL'S IMPERIAL COLLEGE OF ENGINEERING AND RESEARCH"
"Maharashtra            PUNE              PUNE"
"1-520728611              HARIKISAN MALOO INSTITUTE OF MANAGEMENT & TECHNOLOGY                         Maharashtra            AMRAVATI          AMRAVATI"
"1-4792596                YADAVRAO TASGAONKAR INSTITUTE OF MANAGEMENT STUDIES & RESEARCH               Maharashtra            RAIGAD            KARJAT"
"1-483703601              SHRI SAI INSTITUTE OF TECHNOLOGY                                             Maharashtra            AURANGABAD        AURANGABAD"
"1-8019451                SANJEEVAN ENGINEERING & TECHNOLOGY INSTITUTE                                 Maharashtra            KOLHAPUR          PANHALA"
"1-40425501               ADITYA ENGINEERING COLLEGE                                                   Maharashtra            BEED              BEED"
"1-9870303                SHIKSHAN MAHARSHI DR. D. Y. PATIL CENTER FOR MANAGEMENT AND RESEARCH         Maharashtra            PUNE              PIMPRI-CHINCHWAD"
"1-4776561                GOVINDRAO WANJARI COLLEGE OF ENGINEERING & TECHNOLOGY                        Maharashtra            NAGPUR            NAGPUR"
"1-409749621              MAHATMA GANDHI VIDYAMANDIR INSTITUTE OF HOTEL MANAGEMENT AND CATERING TECHNOLOGY"
"Maharashtra            NASHIK            NASHIK"
"1-23048731               ALI-ALLANA COLLLEGE OF PHARMACY                                              Maharashtra            NANDURBAR         AKKALKUWA"
"1-8078541                RAJMATA JIJAU SHIKSHAN PRASARAK MANDAL'S COLLEGE OF PHARMACY                 Maharashtra            PUNE              PUNE"
"1-1614533711             GOVERNMENT POLYTECHNIC PASIGHAT                                              Arunachal Pradesh      EAST SIANG        PASIGHAT"
"1-6223991                AURANGABAD COLLEGE OF ENGINEERING                                            Maharashtra            AURANGABAD        AURANGABAD"
"1-451404281              SHRI CHHATRAPATI SHIVAJI MAHARAJ COLLEGE OF ENGINEERING                      Maharashtra            AHMEDNAGAR        NEPTI,"
"1-18902034               MATSYODARI SHIKSHAN SANSTHA'S COLLEGE OF ENGINEERING AND TECHNOLOGY, JALNA Maharashtra              JALNA             JALNA"
"1-462877831              GOVERNMENT POLYTECHNIC, MALVAN                                               Maharashtra            SINDHUDURG        MALVAN"
"1-462904271              SSS COLLEGE OF PHARMACY                                                      Maharashtra            NANDED            NANDED"
"1-4791124                SIDDHANT INSTITUTE OF BUSINESS MANAGEMENT                                    Maharashtra            PUNE              PUNE"
"1-413158501              OM POLYTECHNIC WARDHA                                                        Maharashtra            WARDHA            WARDHA"
"1-7027041                INSTITUTE OF MANAGEMENT AND RESERACH                                         Maharashtra            PUNE              PUNE"
"1-29965821               INSTITUTE OF BUSINESS MANAGEMENT & RESEARCH, WAKAD                           Maharashtra            PUNE              PUNE"
"1-17526123               SHRI RISHIKESH SHIKSHAN PRASARAK MANDAL, D.D.VISPUTE COLLEGE OF PHARMACY & RESEARCH"
"Maharashtra"
"CENTER         RAIGAD            NEW PANVEL"
"1-10189031               ORIENTAL INSTITUTE OF MANAGEMENT                                             Maharashtra            THANE             NAVI MUMBAI"
"1-1545691                SANDIP INSTITUE OF ENGINEERING & MANAGEMENT                                  Maharashtra            NASHIK            NASHIK"
"                                           List of AICTE approved institutions (A.Y. 2016-17) as on 30th April 2016"
"Institute Permanent ID   Institute Name                                                             STATE         DISTRICT           CITY"
"1-747612601              DR.D.Y.PATIL SCHOOL OF ENGINEERING AND TECHNOLOGY                          Maharashtra   PUNE               PUNE"
"1-494480521              K.B.S.S'S.VAIRAG.R.R.POLYTECHNIC HASEGAON(K) TQ-KALLAM DIST-OSMANABAD.     Maharashtra   OSMANABAD          KALLAMB"
"1-3869061                WALCHAND INSTITUTE OF TECHNOLOGY                                           Maharashtra   SOLAPUR            SOLAPUR"
"1-11354561               ANJUMAN INSTITUTE OF TECHNOLOGY AND MANAGEMENT                             Karnataka     UTTARA KANNADA     BHATKAL"
"1-669228311              NATIONAL COLLEGE OF PHARMACY                                               Kerala        KOZHIKODE          KOZHIKODE"
"1-4477011                AMC ENGINEERING COLLEGE                                                    Karnataka     BANGALORE URBAN    BANGALORE"
"1-433684131              INSTITUTE OF ENGINEERING AND TECHNOLOGY                                    Kerala        MALAPPURAM         THENHIPALAM"
"1-1415075774             NAVAL INSTITUTE OF AERONAUTICAL TECHNOLOGY                                 Kerala        ERNAKULAM          KOCHI"
"1-41838661               USHA MITTAL INSTITUTE OF TECHNOLOGY                                        Maharashtra   MUMBAI CITY        MUMBAI"
"1-9089221                MALIK DEENAR INSTITUTE OF MANAGEMENT STUDIES                               Kerala        KASARAGOD          KASARAGOD"
"1-7366266                PUNE VIDYARTHI GRIHA'S INSTITUTE OF MANAGEMENT                             Maharashtra   NASHIK             NASHIK"
"1-5372991                MANOHARBHAI PATEL INSTITUTE OF ENGINEERING & TECHNOLOGY                    Maharashtra   GONDIA             GONDIA"
"1-413854521              SHRI SAI POLYTECHNIC                                                       Maharashtra   CHANDRAPUR         CHANDRAPUR"
"1-3360631                ARUNA MANHARLAL SHAH INSTITUTE OF MANAGEMENT & RESEARCH                    Maharashtra   MUMBAI CITY        MUMBAI"
"1-505907631              GANGAI CHARITABLE TRUST ADARSH POLYTECHNIC                                 Maharashtra   BEED               SHERI BK"
"1-23632427               SAIKRUPA INSTITUTE OF MANAGEMENT SCIENCE                                   Maharashtra   AHMEDNAGAR         AHMEDNAGAR"
"1-8559191                SHRIMANT JAYSHREEMALADEVI NAIK-NIMBALKAR INSTITUTE OF MANAGEMENT STUDIES   Maharashtra   SATARA             PHALTAN"
"1-38190893               DAYANAND EDUCATION SOCIETY'S DAYANAND COLLEGE OF PHARMACY                  Maharashtra   LATUR              LATUR"
"1-16992591               LATE BHAUSAHEB HIRAY S.S. TRUST'S INSTITUTE OF COMPUTER APPLICATION        Maharashtra   MUMBAI SUBURBAN    MUMBAI"
"1-3861574                SIDDHANT COLLGE OF PHARMACY                                                Maharashtra   PUNE               PUNE"
"1-10572063               D.S.T.S MANDAL'S COLLEGE OF PHAMACY                                        Maharashtra   SOLAPUR            SOLAPUR"
"1-7073511                BHONSLA COLLEGE OF ENGINEERING & REASEARCH                                 Maharashtra   AKOLA              AKOLA"
"1-437663531              ADARSH SHIKSHAN SANSTHA'S COLLEGE OF PHARMACY, BEED.                       Maharashtra   BEED               BEED."
"1-8249463                P.G. DEPTT. OF COMP. SCI. & TECH., D.C.P.E., HVP MANDAL AMRAVATI           Maharashtra   AMRAVATI           AMRAVATI"
"1-23622351               VISHWASATTYA COLLEGE OF MBA                                                Maharashtra   NASHIK             OZAR(MIG)"
"1-1500823201             MAULI INSTITUTE OF TECHNOLOGY (POLYTECHNIC) AMALNER                        Maharashtra   JALGAON            AMALNER"
"1-11003077               VPM'S DR. V.N.BEDEKAR INSTITUTE OF MANAGEMENT STUDIES                      Maharashtra   THANE              THANE"
"1-398340581              NAGAR PARISHAD POLYTECHNIC ACHALPUR                                        Maharashtra   AMRAVATI           ACHALPUR"
"1-461064671              METROPOLITAN INSTITUTE OF TECHNOLOGY AND MANAGEMENT                        Maharashtra   SINDHUDURG         ORAS"
"1-9849991                G.H.RAISONI INSTITUTE OF MANAGEMENT AND RESEARCH                           Maharashtra   NAGPUR             NAGPUR"
"1-6806761                SANT DNYANESHWAR INSTITUTE OF MANAGEMENT AND BUSINESS ADMINISTRATION       Maharashtra   AHMEDNAGAR         AHMEDNAGAR"
"1-413841731              SHREE AMBABAI TALIM SANSTHA'S DIPLOMA IN PHARMACY                          Maharashtra   SANGLI             MIRAJ"
"1-456704601              Y.D.MANE INSTITUTE OF TECHNOLOGY,KAGAL                                     Maharashtra   KOLHAPUR           KAGAL"
"1-4224475                YADAVRAO TASGAONKAR COLLEGE OF ENGINEERING & MANAGEMENT                    Maharashtra   RAIGAD             KARJAT"
"1-5592509                SCTR'S PUNE INSTITUTE OF COMPUTER TECHNOLOGY                               Maharashtra   PUNE               PUNE"
"1-5024521                K.V.G.COLLEGE OF ENGINEERING                                               Karnataka     DAKSHINA KANNADA   SULLIA"
"1-6231206                EAST POINT COLLEGE OF ENGINEERING & TECHNOLOGY                             Karnataka     BANGALORE URBAN    BANGALORE"
"1-461109021              INSTITUTE OF INFORMATION TECHNOLOGY & MANAGEMENT                           Maharashtra   PARBHANI           PARBHANI"
"1-424112431              MSS MAHARASHTRA POLY.(D.PHARM.) INSTITUTE NILANGA                          Maharashtra   LATUR              NILANGA"
"1-14329571               K.N.S. INSTITUTE OF TECHNOLOGY, BANGALORE-64                               Karnataka     BANGALORE URBAN    BANGALORE"
"1-453205773              SHREE VIDYADHIRAJ POLYTECHNIC, KUMTA                                       Karnataka     UTTARA KANNADA     KUMTA"
"1-477414661              HANAGAL SRI KUMARESHWARA POLYTECHNIC, BELLARY                              Karnataka     BELLARY            BELLARY"
"1-7361831                COLLEGE OF 0ENGINEERING KIDANGOOR                                          Kerala        KOTTAYAM           KOTTAYAM"
"1-435419521              BALAJI POLYTECHNIC,SAWARLA                                                 Maharashtra   YAVATMAL           SAWARLA"
"1-10997771               MALIK DEENAR COLLEGE OF PHARMACY                                           Kerala        KASARAGOD          KASARAGOD"
"                                           List of AICTE approved institutions (A.Y. 2016-17) as on 30th April 2016"
"Institute Permanent ID   Institute Name                                                             STATE               DISTRICT          CITY"
"1-6840181                INSTITUTE FOR FUTURE EDUCATION, ENTREPRENEURSHIP AND LEADERSHIP            Maharashtra         PUNE              KARLA"
"1-7687391                S A V ACHARYA INSTITUTE OF MANAGEMENT STUDIES                              Maharashtra         RAIGAD            KARJAT"
"1-454448071              GEETADEVI KHANDELWAL INSTITUTE OF PHARMACY                                 Maharashtra         AKOLA             AKOLA"
"1-431036101              YADAVRAO TASGAONKAR INSTITUTE OF PHARMACY (DIPLOMA)                        Maharashtra         RAIGAD            KARJAT"
"1-475136291              SHARADCHANDRAJI PAWAR POLYTECHNIC COLLEGE                                  Maharashtra         AURANGABAD        BHALGAON"
"1-455790931              JAWAHAR EDUCATION SOCIETY'S INSTITUTE OF TECHNOLOGY, MANAGEMENT AND RESEARCH"
"Maharashtra"
"NASHIK          NASHIK            GOWARDHAN, NASHIK"
"1-2067945951             MAHADEVRAO WANDRE POLYTECHNIC                                              Maharashtra         KOLHAPUR          CHANDGAD"
"1-482159671              WOMENS TECHNICAL EDUCATION & RESEARCH INSTITUTE                            Maharashtra         NAGPUR            NAGPUR"
"1-7162801                MARATHWADA INSTITUTE OF TECHNOLOGY                                         Maharashtra         AURANGABAD        AURANGABAD"
"1-454734055              ASHOKRAO MANE POLYTECHNIC                                                  Maharashtra         KOLHAPUR          VATHAR TARF VADGAON"
"1-7029521                SHRIRAM INSTITUTE OF ENGINEERING AND TECHNOLOGY CENTRE                     Maharashtra         SOLAPUR           AKLUJ"
"1-6364918                BALAJI INSTITUTE OF MANAGEMENT AND HUMAN RESOURCE DEVELOPMENT (BIMHRD) Maharashtra             PUNE              PUNE"
"1-7013641                S.G.R.EDUCATION FOUNDATION S G.H.RAISONI INSTITUTE OF MANAGEMENT AND RESEARCH"
"Maharashtra         AHMEDNAGAR        AHMEDNAGAR"
"1-13488681               RAJGAD DNYANPEETH'S COLLEGE OF PHARMACY                                    Maharashtra         PUNE              BHOR"
"1-21774581               ANEKANT INSTITITE OF MANAGEMENT STUDIES                                    Maharashtra         PUNE              BARAMATI"
"1-475529453              AVDOOT DIPLOMA COLLEGE OF ENGINEERING,KUHI                                 Maharashtra         NAGPUR            KUHI"
"1-464922281              SHRI.SURESHCHANDRA DHARIWAL POLYTECHNIC                                    Maharashtra         JALGAON           PALASKHEDE(BK)"
"1-12384281               SHIVAJIRAO S JONDHLE INSTITUTE OF MANAGEMENT SCIENCE AND RESEARCH          Maharashtra         THANE             SHAHAPUR"
"1-781576811              MATOSHRI COLLEGE OF PHARMACY                                               Maharashtra         NASHIK            EKLAHARE"
"1-10164651               D.Y.PATIL INSTITUTE OF MANAGEMENT                                          Maharashtra         PUNE              TALEGAON DABHADE"
"1-8706161                INSTITUTE OF MANAGEMENT AND RESEARCH                                       Maharashtra         PUNE              PUNE"
"1-481299411              CENTRAL INSTITUTE OF PLASTICS ENGINEERING & TECHNOLOGY                     Maharashtra         AURANGABAD        CHIKALTHANA"
"1-785757044              DEPARTMENT OF COMPUTER SCIENCE AND IT, DR. BABASAHEB AMBEDKAR MARATHWADAMaharashtra"
"UNIVERSITY, AURANGABAD."
"AURANGABAD        AURANGABAD"
"1-10446591               MAHARASHTRA EDUCATION SOCIETY'S MAHARASHTRA UDAYAGIRI ENGINEERING COLLEGEMaharashtra           LATUR             UDGIR"
"1-1500593491             SHRI CHIMASAHEB JAGDALE INSTITUTE OF TECHNOLOGY                            Maharashtra         KOLHAPUR          NARSOBAWADI"
"1-456075541              DR. MANOJ A. SHETE COLLEGE OF ENGINEERING AND TCHNOLOGY                    Maharashtra         THANE             KASARA"
"1-503069261              GOVERNMENT POLYTECHNIC, NANDED                                             Maharashtra         NANDED            NANDED"
"1-1450081741             CSMSS CHH. SHAHU COLLEGE OF ENGINEERING                                    Maharashtra         AURANGABAD        AURANGABAD"
"1-2181324871             DR.D.Y.PATIL COLLEGE OF ENGINEERING & INNOVATION                           Maharashtra         PUNE              MAVAL"
"1-4703945                MANDAR EDUCATION SOCIETY'S, RAJARAM SHINDE COLLEGE OF ENGINEERING,PEDHAMBEMaharashtra          RATNAGIRI         CHIPLUN"
"1-14835891               KRISTU JYOTI COLLEGE OF MANAGEMENT AND TECHNOLOGY                          Kerala              KOTTAYAM          CHANGANACHERRY"
"1-429457131              R.M POLYTECHNIC                                                            Karnataka           GULBARGA          SIRNOOR"
"1-459290621              MOUNT CARMEL INSTITUTE OF MANAGEMENT                                       Karnataka           BANGALORE URBAN   BANGALORE"
"1-11365721               AVK INSTITUTE OF MANAGEMENT                                                Karnataka           BANGALORE RURAL   BANGALORE"
"1-14765426               MAHARANIS SCIENCE COLLEGE FOR WOMEN                                        Karnataka           BANGALORE URBAN   BANGALORE"
"1-10956291               DR. AMBEDKAR INSTITUTE OF MANAGEMENT STUDIES                               Karnataka           BANGALORE URBAN   BANGALORE"
"1-801015091              ARYABHARATHI POLYTECHNIC                                                   Karnataka           TUMKUR            TUMKUR"
"1-536924901              LAXMINARAYAN INSTITUTE OF TECHNOLOGY                                       Maharashtra         NAGPUR            NAGPUR"
"1-22420221               S.M.B.T. COLLEGE OF PHARMACY                                               Maharashtra         NASHIK            NASHIK"
"1-12360605               INSTITUTE OF MANAGEMENT & COMPUTER STUDIES (MMS INSTITUTE)                 Maharashtra         THANE             THANE"
"1-4197921                B V V SANGHA'S INSTITUTE OF MANAGEMENT STUDIES                             Karnataka           BAGALKOT          BAGALKOT"
"1-455939013              INTERNATIONAL CENTRE OF EXCELLENCE IN ENGINEERING & MANAGEMENT             Maharashtra         AURANGABAD        AURANGABAD"
"1-5828281                SHRI BALASAHEB MANE SHIKSHAN PRASARAK MANDAL'S ASHOKRAO MANE GROUP OF INSTITUTIONS"
"Maharashtra         KOLHAPUR          VATHAR TARF VADGAON"
"1-2528171                MATOSHRI COLLEGE OF ENGINEERING & RESEARCH CENTRE, NASHIK                  Maharashtra         NASHIK            NASHIK"
"1-5213961                INSTITUTE OF MANAGEMENT TECHNOLOGY, NAGPUR                                 Maharashtra         NAGPUR            DORLI"
"                                            List of AICTE approved institutions (A.Y. 2016-17) as on 30th April 2016"
"Institute Permanent ID   Institute Name                                                             STATE         DISTRICT            CITY"
"1-2492288                THAKUR INSTITUTE OF MANAGEMENT STUDIES, CAREER DEVELOPMENT AND RESEARCH Maharashtra      MUMBAI SUBURBAN     MUMBAI"
"1-13659071               IDEAL COLLEGE OF PHARMACY AND RESEARCH                                     Maharashtra   THANE               BHAL"
"1-510065211              VIDARBHA INSTITUTE OF PHARMACY                                             Maharashtra   WASHIM              WASHIM"
"1-3934931                SAS INSTITUTE OF MANAGEMENT STUDIES                                        Maharashtra   THANE               BOISAR"
"1-423150903              SATARA POLYTECHNIC,SATARA                                                  Maharashtra   SATARA              SATARA"
"1-4863001                SHIVLINGESHWAR COLLEGE OF PHARMACY                                         Maharashtra   LATUR               ALMALA"
"1-457063561              VAMANRAO ITAHPE POLYTECHNIC VELHALE, SANGAMNER                             Maharashtra   AHMEDNAGAR          SANGAMNER"
"1-6806714                SATARA COLLEGE OF ENGINEERING & MANAGEMENT LIMB,SATARA                     Maharashtra   SATARA              SATARA"
"1-692714701              RAJARSHI SHAHU COLLEGE OF PHARMACY                                         Maharashtra   BULDHANA            BULDANA"
